id,title,epic,priority,status,origin,dependencies,body
SEC-04,[SEC-04] Sensitive Daten über Persistenz und Telemetrie redigieren,SEC,P0,draft,l8git-Bestand / Bestandsschutz,"SET-04, PROV-07","**Problem und Ziel:** Tokens, Keys und private Credentialwerte dürfen weder UI noch Logs/Exporte verlassen.

**Bereich:** /agents · Bestehende Sicherheitsgrenzen und Datenintegrität  
**Priorität:** P0  
**Herkunft:** l8git-Bestand / Bestandsschutz  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** SET-04, PROV-07

**Akzeptanzkriterien:**

- [ ] Gemeinsame Redaktionsschicht deckt URLs, Args, stderr, rohe Frames und Fehlerketten ab; Secrets werden über Referenzen gespeichert.
- [ ] Diagnose ist standardmäßig strukturell; Trace-Aktivierung und Aufbewahrung sind getrennt von normalem Verlauf.

**Prüfung:** Secret-Marker durch alle Fehler-, Persistenz- und Exportpfade verfolgen.

**Implementierungsanker in l8git:** `src-tauri/src/agent_transport.rs`, `src-tauri/src/claude.rs`, `src/lib/agent-trust-prefs.ts`, `src-tauri/src/server/dispatch/agents.rs`, `src/lib/agents/plugins/content.ts`, `src/lib/agents/browser-addon.ts`

**Referenz und Übernahmebasis:** [providers.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/internals/providers.md), [ClaudeHome.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeHome.ts), [ProviderInstanceEnvironment.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/ProviderInstanceEnvironment.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
SEC-05,[SEC-05] Unbekannte Controls und nicht unterstützte Aktionen korrekt ablehnen,SEC,P0,draft,l8git-Bestand / Ausbau,"PROV-06, RUN-05, EXT-07","**Problem und Ziel:** Scheinbar erfolgreiche No-ops im gemeinsamen Vertrag ausschließen.

**Bereich:** /agents · Bestehende Sicherheitsgrenzen und Datenintegrität  
**Priorität:** P0  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** PROV-06, RUN-05, EXT-07

**Akzeptanzkriterien:**

- [ ] Fehlende Methode oder Capability liefert typed unsupported; leere Liste bedeutet nur tatsächlich erfolgreich leeres Inventar.
- [ ] Unknown control_request wird gemäß Protokoll abgelehnt, unknown tools/call liefert Tool-/RPC-Fehler; nichts wird als generischer Render-Erfolg quittiert.

**Prüfung:** Unbekannter Control-Subtype, Toolname und Claude-Aufruf einer Codex-only-Methode.

**Implementierungsanker in l8git:** `src-tauri/src/agent_transport.rs`, `src-tauri/src/claude.rs`, `src/lib/agent-trust-prefs.ts`, `src-tauri/src/server/dispatch/agents.rs`, `src/lib/agents/plugins/content.ts`, `src/lib/agents/browser-addon.ts`

**Referenz und Übernahmebasis:** [providers.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/internals/providers.md), [ClaudeHome.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeHome.ts), [ProviderInstanceEnvironment.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/ProviderInstanceEnvironment.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
SEC-06,[SEC-06] Untrusted Chat-/Tool-Inhalte sicher rendern und exportieren,SEC,P0,draft,l8git-Bestand / Bestandsschutz,EVT-05,"**Problem und Ziel:** Modell- und Tooltext bleibt Dateninhalt auch in Rich-Renderern.

**Bereich:** /agents · Bestehende Sicherheitsgrenzen und Datenintegrität  
**Priorität:** P0  
**Herkunft:** l8git-Bestand / Bestandsschutz  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** EVT-05

**Akzeptanzkriterien:**

- [ ] Markdown, Links, ANSI und Tool-JSON führen kein Script aus; Dateilinks prüfen erlaubtes Schema und Kontext.
- [ ] Opaque Thinking-Signaturen, Secretwerte und nicht freigegebene Anhänge fehlen im Export; Charts/Barcodes haben Größe-/Schema-Limits.

**Prüfung:** Script-/URL-Injection, riesiger Rendererblock und fehlerhaftes strukturiertes Toolresultat.

**Implementierungsanker in l8git:** `src-tauri/src/agent_transport.rs`, `src-tauri/src/claude.rs`, `src/lib/agent-trust-prefs.ts`, `src-tauri/src/server/dispatch/agents.rs`, `src/lib/agents/plugins/content.ts`, `src/lib/agents/browser-addon.ts`

**Referenz und Übernahmebasis:** [providers.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/internals/providers.md), [ClaudeHome.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeHome.ts), [ProviderInstanceEnvironment.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/ProviderInstanceEnvironment.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
QA-01,[QA-01] Referenzinventar für jedes CLI-/Adapter-Feature pflegen,QA,P0,draft,Übernahme / Abnahme,PROV-01,"**Problem und Ziel:** Die beigefügte Featurematrix gegen gepinnten t3code-Stand und unterstützte Claude-Version vervollständigen.

**Bereich:** /agents · Paritätsnachweis, Regressionen und Auslieferung  
**Priorität:** P0  
**Herkunft:** Übernahme / Abnahme  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** PROV-01

**Akzeptanzkriterien:**

- [ ] Jeder Adapter-Eventtyp, jede Operation, relevante CLI-Option und bewusst ausgelassene Fläche verweist auf Umsetzungsticket oder begründete Unsupported-Entscheidung.
- [ ] t3code-Parität und zusätzliche native CLI-Funktionen werden getrennt nachgewiesen; spätere Upstream-Änderungen sind eigene Deltas, keine stillen Scopewechsel.

**Prüfung:** Inventar-Abgleich aus Source-/Testnamen plus dokumentiertem CLI-Help und offiziellen Referenzen.

**Implementierungsanker in l8git:** `src/lib/agents/__tests__`, `src-tauri/src/agent_transport.rs`, `src-tauri/src/claude.rs`, `package.json`, `docs/README.md`

**Referenz und Übernahmebasis:** [ClaudeAdapter.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.test.ts), [ClaudeSkills.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.test.ts), [ProviderInstanceRegistryLive.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ProviderInstanceRegistryLive.test.ts), [ClaudeExecutable.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeExecutable.test.ts), [LICENSE](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/LICENSE)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
QA-02,[QA-02] Sanitisierte Claude-Protokoll-Fixtures und Fake-CLI erstellen,QA,P0,draft,T3-Referenz / Ausbau,"QA-01, PROV-07","**Problem und Ziel:** Deterministische Regressionen ohne kostenpflichtige Modellaufrufe ermöglichen.

**Bereich:** /agents · Paritätsnachweis, Regressionen und Auslieferung  
**Priorität:** P0  
**Herkunft:** T3-Referenz / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** QA-01, PROV-07

**Akzeptanzkriterien:**

- [ ] Fixtures decken Initialize, Stream, Tools, Approval, Question, Plan, Tasks, Compact, Limits, Resume und Errors ab; reale Secrets/Inhalte sind entfernt.
- [ ] Fake-CLI kann Frames umordnen, fragmentieren, verzögern, abbrechen und doppelt senden; SDK-Referenzverhalten wird auf den CLI-Wire übersetzt.

**Prüfung:** Jeder Fault-Modus wird mindestens durch einen erwarteten Adapterzustand belegt.

**Implementierungsanker in l8git:** `src/lib/agents/__tests__`, `src-tauri/src/agent_transport.rs`, `src-tauri/src/claude.rs`, `package.json`, `docs/README.md`

**Referenz und Übernahmebasis:** [ClaudeAdapter.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.test.ts), [ClaudeSkills.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.test.ts), [ProviderInstanceRegistryLive.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ProviderInstanceRegistryLive.test.ts), [ClaudeExecutable.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeExecutable.test.ts), [LICENSE](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/LICENSE)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
QA-03,[QA-03] Gemeinsame Provider-Konformität und Migrationsregression prüfen,QA,P0,draft,Architektur / Abnahme,"PROV-10, QA-02","**Problem und Ziel:** Migration der vorhandenen Provider gegen stabile Verhaltensverträge absichern.

**Bereich:** /agents · Paritätsnachweis, Regressionen und Auslieferung  
**Priorität:** P0  
**Herkunft:** Architektur / Abnahme  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** PROV-10, QA-02

**Akzeptanzkriterien:**

- [ ] Start/Send/Steer/Stop/Resume und Unsupported-Fälle laufen gegen alle Adapter mit ihren jeweiligen Capabilities.
- [ ] Persistenzmigration, unbekannte Instanzen und Featuregates besitzen reale Negativfälle; bestehende Agent-Tests bleiben grün.

**Prüfung:** Bun/Vitest-Agenttests und passende Rust-Tests mit Fixture-Daten aus alter Version.

**Implementierungsanker in l8git:** `src/lib/agents/__tests__`, `src-tauri/src/agent_transport.rs`, `src-tauri/src/claude.rs`, `package.json`, `docs/README.md`

**Referenz und Übernahmebasis:** [ClaudeAdapter.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.test.ts), [ClaudeSkills.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.test.ts), [ProviderInstanceRegistryLive.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ProviderInstanceRegistryLive.test.ts), [ClaudeExecutable.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeExecutable.test.ts), [LICENSE](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/LICENSE)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
QA-04,[QA-04] Claude-End-to-End-Abnahme auf unterstützten Plattformen durchführen,QA,P0,draft,Übernahme / Abnahme,"QA-03, ASK-07, EXT-12, TASK-07, GIT-05, UX-04","**Problem und Ziel:** Komplette Integration mit tatsächlich installierter CLI und echter UI nachweisen.

**Bereich:** /agents · Paritätsnachweis, Regressionen und Auslieferung  
**Priorität:** P0  
**Herkunft:** Übernahme / Abnahme  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** QA-03, ASK-07, EXT-12, TASK-07, GIT-05, UX-04

**Akzeptanzkriterien:**

- [ ] Pro unterstütztem Betriebssystem werden Version und Ergebnisse für Login, Send, Tool, Question, Plan, Stop und Resume dokumentiert.
- [ ] Erweiterte Matrix umfasst zwei Instanzen, MCP, Skills, Subagents, Attachments, Compact, Worktree und Remote; nicht verfügbare Features bleiben offen statt als bestanden markiert.

**Prüfung:** Reproduzierbares Abnahmeprotokoll mit Belegen und bereinigten Logs, keine behaupteten Tests ohne Lauf.

**Implementierungsanker in l8git:** `src/lib/agents/__tests__`, `src-tauri/src/agent_transport.rs`, `src-tauri/src/claude.rs`, `package.json`, `docs/README.md`

**Referenz und Übernahmebasis:** [ClaudeAdapter.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.test.ts), [ClaudeSkills.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.test.ts), [ProviderInstanceRegistryLive.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ProviderInstanceRegistryLive.test.ts), [ClaudeExecutable.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeExecutable.test.ts), [LICENSE](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/LICENSE)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
QA-05,"[QA-05] Crash-, Race- und Performance-Abnahme durchführen",QA,P1,draft,Übernahme / Abnahme,"QA-03, RUN-10, EVT-12, ASK-08","**Problem und Ziel:** Verhalten unter Last und Verbindungs-/Prozessfehlern prüfen.

**Bereich:** /agents · Paritätsnachweis, Regressionen und Auslieferung  
**Priorität:** P1  
**Herkunft:** Übernahme / Abnahme  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** QA-03, RUN-10, EVT-12, ASK-08

**Akzeptanzkriterien:**

- [ ] Szenarien enthalten Crash vor Ack, ausstehenden Approval, früh abgebrochenen Signal-Listener, Prozessbaum-Kill und doppelte Clientantwort.
- [ ] Speicher-/Prozesslimits und Renderingzeiten sind auf definierter Hardware dokumentiert; kein dauerhaft verwaister Prozess nach Testende.

**Prüfung:** Fault-Injection-Suite plus 20-Session-Lastlauf und langes Transkript.

**Implementierungsanker in l8git:** `src/lib/agents/__tests__`, `src-tauri/src/agent_transport.rs`, `src-tauri/src/claude.rs`, `package.json`, `docs/README.md`

**Referenz und Übernahmebasis:** [ClaudeAdapter.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.test.ts), [ClaudeSkills.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.test.ts), [ProviderInstanceRegistryLive.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ProviderInstanceRegistryLive.test.ts), [ClaudeExecutable.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeExecutable.test.ts), [LICENSE](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/LICENSE)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
QA-06,[QA-06] Upstream-Provenienz und Lizenzhinweise für Übernahmen dokumentieren,QA,P1,draft,Übernahme / Abnahme,PROV-01,"**Problem und Ziel:** Übernommene Logik und Codeanteile auf konkreten t3code-Stand zurückführen.

**Bereich:** /agents · Paritätsnachweis, Regressionen und Auslieferung  
**Priorität:** P1  
**Herkunft:** Übernahme / Abnahme  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** PROV-01

**Akzeptanzkriterien:**

- [ ] Jede kopierte oder wesentlich abgeleitete Implementierung nennt Commit, Quelldatei und lokale Adaption; vorhandener MIT-Hinweis wird entsprechend mitgeführt.
- [ ] Frameworkteile werden nicht ungeprüft kopiert; Unterschiede zwischen Effect/SDK und Rust/JSONL sind dokumentiert.

**Prüfung:** Review des Übernahmeverzeichnisses und aller betroffenen Lizenzhinweise.

**Implementierungsanker in l8git:** `src/lib/agents/__tests__`, `src-tauri/src/agent_transport.rs`, `src-tauri/src/claude.rs`, `package.json`, `docs/README.md`

**Referenz und Übernahmebasis:** [ClaudeAdapter.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.test.ts), [ClaudeSkills.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.test.ts), [ProviderInstanceRegistryLive.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ProviderInstanceRegistryLive.test.ts), [ClaudeExecutable.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeExecutable.test.ts), [LICENSE](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/LICENSE)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
QA-07,[QA-07] Gestufte Aktivierung und Rückfall auf vorhandene Adapter vorbereiten,QA,P1,draft,Architektur / Abnahme,"QA-04, QA-05, PROV-09","**Problem und Ziel:** Neue Architektur ohne Verlust laufender Sessions ausrollen.

**Bereich:** /agents · Paritätsnachweis, Regressionen und Auslieferung  
**Priorität:** P1  
**Herkunft:** Architektur / Abnahme  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** QA-04, QA-05, PROV-09

**Akzeptanzkriterien:**

- [ ] Featureflag kann je Provider bzw. Migrationsebene aktivieren; Telemetrie bleibt datensparsam und kritische Fehler sind sichtbar.
- [ ] Rückfallpfad benennt Datenkompatibilität und Session-Neustartbedarf; keine parallelen Besitzer derselben nativen Session.

**Prüfung:** Upgrade mit offenem Thread, Flag-Rücknahme und erneute Migration.

**Implementierungsanker in l8git:** `src/lib/agents/__tests__`, `src-tauri/src/agent_transport.rs`, `src-tauri/src/claude.rs`, `package.json`, `docs/README.md`

**Referenz und Übernahmebasis:** [ClaudeAdapter.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.test.ts), [ClaudeSkills.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.test.ts), [ProviderInstanceRegistryLive.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ProviderInstanceRegistryLive.test.ts), [ClaudeExecutable.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeExecutable.test.ts), [LICENSE](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/LICENSE)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
QA-08,[QA-08] Abschlussgate für vollständige Claude-Integration veröffentlichen,QA,P1,draft,Übernahme / Abnahme,"ASK-09, CHAT-09, CLI-03, CLI-04, CLI-05, CLI-06, CLI-07, CLI-08, CLI-09, CLI-10, DETAIL-01, DETAIL-02, DETAIL-03, DETAIL-04, DETAIL-05, DETAIL-06, DETAIL-07, DETAIL-09, DETAIL-10, DETAIL-11, EVT-03, EVT-08, EVT-09, EXT-04, EXT-10, EXT-11, GIT-06, HIST-05, HIST-07, MOD-04, MOD-05, PROV-12, QA-06, QA-07, SEC-05, SET-07, TASK-05, TASK-06, TASK-08, USE-04, USE-05, USE-07, USE-08, UX-05, UX-06","**Problem und Ziel:** Vollständigkeit anhand aller Tickets und der Featurematrix bewerten.

**Bereich:** /agents · Paritätsnachweis, Regressionen und Auslieferung  
**Priorität:** P1  
**Herkunft:** Übernahme / Abnahme  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** ASK-09, CHAT-09, CLI-03, CLI-04, CLI-05, CLI-06, CLI-07, CLI-08, CLI-09, CLI-10, DETAIL-01, DETAIL-02, DETAIL-03, DETAIL-04, DETAIL-05, DETAIL-06, DETAIL-07, DETAIL-09, DETAIL-10, DETAIL-11, EVT-03, EVT-08, EVT-09, EXT-04, EXT-10, EXT-11, GIT-06, HIST-05, HIST-07, MOD-04, MOD-05, PROV-12, QA-06, QA-07, SEC-05, SET-07, TASK-05, TASK-06, TASK-08, USE-04, USE-05, USE-07, USE-08, UX-05, UX-06

**Akzeptanzkriterien:**

- [ ] Jedes Ticket besitzt Implementierungs-/Testbeleg oder explizite begründete Nichtverfügbarkeit; P2 ist Teil des gewünschten Vollumfangs und nicht still gestrichen.
- [ ] Dokumentation nennt geprüfte CLI-Versionen, Plattformen und verbleibende Grenzen; kein pauschales Feature-Paritätsversprechen bei offenen Lücken.

**Prüfung:** Matrix, Ticketexport, E2E-Protokoll und Release-Check gemeinsam abgleichen.

**Implementierungsanker in l8git:** `src/lib/agents/__tests__`, `src-tauri/src/agent_transport.rs`, `src-tauri/src/claude.rs`, `package.json`, `docs/README.md`

**Referenz und Übernahmebasis:** [ClaudeAdapter.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.test.ts), [ClaudeSkills.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.test.ts), [ProviderInstanceRegistryLive.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ProviderInstanceRegistryLive.test.ts), [ClaudeExecutable.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeExecutable.test.ts), [LICENSE](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/LICENSE)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
DETAIL-01,[DETAIL-01] Gesendete Prompts mit Pfeiltasten wiederaufrufen,DETAIL,P2,draft,T3-Referenz / Ausbau,"CHAT-04, CHAT-12","**Problem und Ziel:** Prompt-History im Composer ohne Konflikt mit Caretnavigation anbieten.

**Bereich:** /agents · Kleine Bedienfunktionen aus t3code  
**Priorität:** P2  
**Herkunft:** T3-Referenz / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** CHAT-04, CHAT-12

**Akzeptanzkriterien:**

- [ ] Leerer Composer ruft vorherige Texte auf; Up/Down navigiert nur unter definierten Caretbedingungen und respektiert visuell umgebrochene Zeilen.
- [ ] Bearbeiten beendet Recall-Modus; Anhänge gelten nicht als leerer Composer und werden nicht unbeabsichtigt erneut angehängt.

**Prüfung:** Mehrzeiliger Prompt, Attachment-only-Draft und Bearbeitung eines Recall-Texts.

**Implementierungsanker in l8git:** `src/routes/agents.tsx`, `src/components/agents/composer/agent-composer.tsx`, `src/components/agents/sidebar/agents-sidebar.tsx`, `src/lib/agents/composer-drafts.ts`, `src/lib/agents/transcript-rows.ts`

**Referenz und Übernahmebasis:** [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md), [question-attachments.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/question-attachments.md), [thread-sidebar.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/thread-sidebar.md), [snap-shot.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/snap-shot.md), [assistant-citations.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/internals/assistant-citations.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
